cid,cid_geom
WIMA649,POINT(-90.87769676331085 43.24712553996157)
WIMA202,POINT(-89.5554755240602 43.25878298927446)
WIMA037,POINT(-90.8471197428214 43.09704079006833)
WIMA145,POINT(-90.5796924945161 43.54060510402847)
WIMA650,POINT(-90.2206511217869 43.64414694832995)
WIMA119,POINT(-91.16518337582002 43.96418391523822)
WIMA153,POINT(-90.3167010274828 45.96272295610411)
WIMA347,POINT(-90.90734031691426 44.44872313441768)
WIMA380,POINT(-90.82347839498964 43.46626082758651)
WIMA444,POINT(-90.92944779779465 43.99147466085225)
WIMA308,POINT(-90.89042296298129 43.94187506369542)
WIMA386,POINT(-91.801243664001 45.92087780952735)
WIMA532,POINT(-90.46107224338881 42.77322878857399)
WIMA451,POINT(-91.14299852363445 43.57071823916337)
WIMA440,POINT(-90.96515660168417 43.75604710058146)
WIMA430,POINT(-90.35351244992212 46.10484739982335)
WIMA102,POINT(-90.86745334125281 42.82800366225081)
WIMA581,POINT(-89.96274423298864 44.18741436625602)
WIMA471,POINT(-91.80254619110484 44.20276766870764)
WIMA320,POINT(-90.97825018369971 43.70046397463058)
WIMA656,POINT(-90.37025240959596 43.0298126714826)
WIMA034,POINT(-90.67714338919264 43.40535138231277)
WIMA343,POINT(-90.45878416370554 42.5486811123793)
WIMA249,POINT(-89.8848180802082 43.64325871398653)
WIMA522,POINT(-91.05212876422983 43.34315651468084)
WIMA411,POINT(-91.23288661693421 46.21256859498192)
WIMA457,POINT(-90.97065779406023 44.3322354845421)
WIMA420,POINT(-90.09600633958722 46.07406419340398)
WIMA583,POINT(-91.77248727481872 45.77981951246848)
WIMA535,POINT(-90.8963149882984 44.08816575798119)
WIMA563,POINT(-91.02213105906601 46.43340350726375)
WIMA460,POINT(-91.09042142023047 43.93533579038434)
WIMA355,POINT(-91.46030133482054 44.36697812306446)
WIMA545,POINT(-90.4310253686302 45.73299789428864)
WIMA683,POINT(-89.18282121385934 43.30358587582692)
WIMA509,POINT(-91.03963031239448 43.82646313743791)
WIMA238,POINT(-91.19752788854491 43.73958349185871)
WIMA573,POINT(-91.0996183880779 43.74912778129647)
WIMA456,POINT(-90.3844250577109 43.61627723162328)
WIMA335,POINT(-91.00705366348612 44.12027006473619)
WIMA615,POINT(-90.01900790570393 42.72327594961856)
WIMA459,POINT(-90.11160252913679 42.8061132475295)
WIMA635,POINT(-89.96866164731256 43.10836845395157)
WIMA589,POINT(-92.14785883575439 44.72403606258077)
WIMA333,POINT(-90.55540898710487 42.97262566039473)
WIMA254,POINT(-90.56395103352502 43.95484530265448)
WIMA582,POINT(-90.79290119374997 43.11139792896608)
WIMA349,POINT(-89.57944932218332 43.66349113367301)
WIMA151,POINT(-89.25995918839612 43.82747821436136)
WIMA562,POINT(-89.75394743900667 43.70326849295161)
WIMA385,POINT(-90.1826429020005 46.35403410505288)
WIMA486,POINT(-89.32655510671471 43.71618113836521)
WIMA357,POINT(-90.26555895684636 43.01993909893267)
WIMA187,POINT(-89.47714812136932 43.81620106153311)
WIMA331,POINT(-90.02198932067871 44.47975453355337)
WIMA345,POINT(-89.48159839245638 43.67763640579872)
WIMA049,POINT(-89.55864596203305 43.79895623734795)
WIMA180,POINT(-90.23799664647233 43.44910388786153)
WIMA020,POINT(-91.5711042765638 45.39553829275893)
WIMA143,POINT(-91.7673430126928 45.98954079179)
WIMA209,POINT(-91.16475890009936 45.84167377575091)
WIMA139,POINT(-89.88676690202436 44.16095003175477)
WIMA096,POINT(-90.23212684701737 43.16068043373081)
WIMA016,POINT(-91.09166835631444 43.73902558123036)
WIMA381,POINT(-89.42244355637685 43.6798645992804)
WIMA718,POINT(-90.70063790244944 44.05685374006013)
WIMA293,POINT(-90.54856085313864 45.87239618762166)
WIMA047,POINT(-91.39712912500076 44.06598370281059)
WIMA364,POINT(-91.61083730774605 45.81251610427142)
WIMA496,POINT(-90.74532484836298 43.94926160251678)
WIMA033,POINT(-90.32619482799588 46.36190089727614)
WIMA682,POINT(-90.18663280886898 43.60155875401988)
WIMA189,POINT(-90.25784319844439 44.31650610659313)
WIMA678,POINT(-89.87465247597049 43.52755079077779)
WIMA207,POINT(-90.58343424613555 43.84141112780738)
WIMA636,POINT(-90.8852611039228 44.72691414258937)
WIMA090,POINT(-90.1557753544233 43.45070144503121)
WIMA570,POINT(-90.5145738066194 43.92090454862441)
WIMA265,POINT(-91.43375143016696 45.83312274732966)
WIMA474,POINT(-90.78395742282859 46.09057735068411)
WIMA317,POINT(-90.99291718044027 45.23058046902802)
WIMA326,POINT(-92.18286662641393 44.59274058261334)
WIMA553,POINT(-91.98119412001478 44.59110275897379)
WIMA093,POINT(-91.39023589710443 44.06421314316837)
WIMA268,POINT(-92.35872055313338 44.758086698173)
WIMA429,POINT(-91.83611807375206 45.70622100549524)
WIMA567,POINT(-92.37048406480271 44.74410421864231)
WIMA708,POINT(-92.34168515874161 44.61714619052962)
WIMA348,POINT(-90.9427741973107 45.7746731833923)
WIMA086,POINT(-92.4963268993864 44.56991143291603)
WIMA197,POINT(-90.32894602520618 45.14587946085192)
WIMA354,POINT(-92.13916572615105 44.87288041518689)
WIMA154,POINT(-92.56424706593083 44.7977317446862)
WIMA675,POINT(-91.79184241926443 44.60589047971871)
WIMA085,POINT(-90.8383030098131 46.53061185163437)
WIMA235,POINT(-92.20345883356478 44.75635682664818)
WIMA594,POINT(-90.75464078159673 43.49708901971926)
WIMA402,POINT(-89.52331587991266 43.31506218161343)
WIMA087,POINT(-92.42214203220672 45.46254633870539)
WIMA185,POINT(-92.37649178733112 45.73112286687582)
WIMA442,POINT(-92.16252982291631 46.58398957290023)
WIMA287,POINT(-91.90150209139166 44.3802661859545)
WIMA373,POINT(-91.06045222152522 45.52617626422383)
WIMA661,POINT(-92.60884390504604 44.69371577135239)
WIMA600,POINT(-92.2457160142734 45.83974752970575)
WIMA263,POINT(-92.27639272875014 46.03055051288271)
WIMA394,POINT(-91.02217508309997 45.77134941564586)
WIMA608,POINT(-92.64573178903649 45.34143735687438)
WIMA064,POINT(-91.05836713824435 44.92921940564666)
WIMA680,POINT(-92.63596069098703 45.11615526922321)
WIMA061,POINT(-92.47003465927706 45.55612917477072)
WIMA527,POINT(-92.19552147740795 45.41502025387589)
WIMA587,POINT(-91.332423244424 44.10551618405559)
WIMA439,POINT(-90.76545155398078 46.46825996779397)
WIMA670,POINT(-92.4566532870928 45.71053268357525)
WIMA188,POINT(-92.53488467034644 45.54195320633367)
WIMA255,POINT(-90.42174686303466 45.92777125671171)
WIMA423,POINT(-89.77064660724486 42.95646680418825)
WIMA602,POINT(-90.07155964520157 45.62580487960804)
WIMA225,POINT(-92.52255219981976 45.81579811397555)
WIMA286,POINT(-91.20879710210455 45.34890590276394)
WIMA448,POINT(-90.48165572006455 46.02680812038033)
WIMA051,POINT(-90.45810502272005 44.56563684282397)
WIMA518,POINT(-91.04440213535698 46.12430735526508)
WIMA137,POINT(-92.03242862331393 46.37354274062024)
WIMA622,POINT(-90.38565790942113 45.66508722768008)
WIMA306,POINT(-91.45776994013492 44.83666827840186)
WIMA424,POINT(-90.71343083852668 45.48913073478952)
WIMA205,POINT(-89.78539198324431 43.88604596358731)
WIMA298,POINT(-91.86330992719833 45.91463274801966)
WIMA523,POINT(-92.45013078867782 45.05283304547843)
WIMA100,POINT(-89.54943277907361 43.19490627322314)
WIMA601,POINT(-90.16439570984556 43.91448007473651)
WIMA036,POINT(-91.82276207201987 46.3306945260526)
WIMA392,POINT(-92.17960216347653 44.63435503328916)
WIMA082,POINT(-91.83714621002449 44.94785829272489)
WIMA045,POINT(-92.12098425218443 44.590595601898)
WIMA176,POINT(-90.53355130845951 44.89112906613481)
WIMA008,POINT(-92.26918392654139 45.03716573400987)
WIMA395,POINT(-92.61872057826963 44.94542363323389)
WIMA611,POINT(-92.42935539911208 45.04960851104092)
WIMA275,POINT(-92.15555946752211 44.95953287651508)
WIMA564,POINT(-92.11013117535987 44.87814638967789)
WIMA274,POINT(-91.92489099754137 45.84313269303572)
WIMA240,POINT(-91.57919556399975 44.78299467228699)
WIMA224,POINT(-90.80987609414451 44.26294089625492)
WIMA116,POINT(-92.4351726431074 44.99438889718273)
WIMA076,POINT(-92.20351182757983 45.19943314362302)
WIMA574,POINT(-92.44479666769422 45.84260289622991)
WIMA526,POINT(-91.02568068935267 42.82155371381823)
WIMA246,POINT(-92.2243178877449 46.35194155014087)
WIMA663,POINT(-90.14125484239466 43.89612405917282)
WIMA003,POINT(-91.75134409928131 45.01196378533604)
WIMA383,POINT(-92.1351041088845 45.4404699123635)
WIMA495,POINT(-92.43674980167428 44.71606082655557)
WIMA004,POINT(-90.9299184145592 46.45879584679324)
WIMA477,POINT(-92.45398110765368 45.06823293021547)
WIMA628,POINT(-92.32584202235188 45.60158523462474)
WIMA015,POINT(-92.45940462264745 45.01888490559296)
WIMA405,POINT(-90.07049812362365 43.25967485022615)
WIMA572,POINT(-91.62906117991467 45.57202433189567)
WIMA304,POINT(-91.8321169945183 46.14019269296453)
WIMA438,POINT(-90.94382561798807 46.136789214921)
WIMA376,POINT(-91.72087846057626 45.82430386281199)
WIMA699,POINT(-89.92645685790303 43.40956321880135)
WIMA488,POINT(-90.25175051779942 42.52664665479515)
WIMA089,POINT(-91.12333463903462 45.16629249427432)
WIMA659,POINT(-90.20446783020432 43.38839399442844)
WIMA665,POINT(-89.93597748599946 43.36342708939055)
WIMA219,POINT(-89.3258789456404 43.24563398348165)
WIMA055,POINT(-91.19292493686451 44.09031675304293)
WIMA403,POINT(-89.62484299832552 43.55976547748471)
WIMA162,POINT(-90.14262476091862 44.38482803021629)
WIMA353,POINT(-89.93754279681076 43.43694047691664)
WIMA150,POINT(-90.7008650924951 43.60804924582183)
WIMA372,POINT(-91.00733034632994 44.89707668303038)
WIMA466,POINT(-89.4804266825094 43.13889960689853)
WIMA358,POINT(-91.26389825100428 45.86753842776096)
WIMA276,POINT(-91.17693103127468 44.79750445343294)
WIMA599,POINT(-90.29773975157099 46.08338918628537)
WIMA393,POINT(-89.23346870077872 43.62151193732619)
WIMA697,POINT(-90.76326024434464 45.49009006542364)
WIMA586,POINT(-91.2453916365676 46.71731070400472)
WIMA453,POINT(-92.41654799775235 45.95074170037142)
WIMA713,POINT(-91.1413875964762 46.39108369614113)
WIMA361,POINT(-90.85358838488739 45.87343001469169)
WIMA642,POINT(-92.23179263674967 45.64139165676117)
WIMA494,POINT(-90.33366163317449 42.93674970706532)
WIMA507,POINT(-90.72644594119653 45.00615237895693)
WIMA077,POINT(-90.40695378999325 45.13387456117067)
WIMA389,POINT(-91.04954201004371 46.00001592731607)
WIMA234,POINT(-91.1142922882912 44.78072260967518)
WIMA340,POINT(-90.48718283805401 44.85092553577583)
WIMA540,POINT(-91.88898434565274 44.22665769327509)
WIMA152,POINT(-90.78043994594552 43.80046904269417)
WIMA324,POINT(-90.70523121197694 43.55898981925073)
WIMA010,POINT(-91.1370668618691 45.96206419277134)
WIMA007,POINT(-91.24158154331337 44.405552604101)
WIMA641,POINT(-91.46085532495917 45.00473552340502)
WIMA539,POINT(-90.2944282112061 43.80925334441783)
WIMA269,POINT(-91.94419269529828 44.95110873107834)
WIMA262,POINT(-89.73921433032933 44.15926180814677)
WIMA063,POINT(-90.58088268218276 43.14055497325201)
WIMA484,POINT(-91.26447917039388 46.20682634373212)
WIMA690,POINT(-91.05359340414763 42.8829225855628)
WIMA565,POINT(-90.37535062817103 46.06356142542784)
WIMA264,POINT(-91.42392133685766 44.33160678995029)
WIMA013,POINT(-91.27181304468043 44.32387085722029)
WIMA115,POINT(-90.42316247339822 44.7794984781202)
WIMA627,POINT(-90.39465587492303 46.33537367328474)
WIMA319,POINT(-91.23423426191206 44.32312509233252)
WIMA193,POINT(-91.5843017413339 44.84591845044262)
WIMA491,POINT(-90.08358245365561 44.18057041038304)
WIMA542,POINT(-90.72782675208288 44.32998410683407)
WIMA212,POINT(-91.58446150123206 44.14800506547286)
WIMA213,POINT(-91.01424171205225 45.31517671889335)
WIMA630,POINT(-89.92629511110792 42.7472919029625)
WIMA231,POINT(-89.91649465033741 43.5471146612575)
WIMA685,POINT(-90.90095477692122 43.6827398678481)
WIMA415,POINT(-91.37292985524192 46.63889898065995)
WIMA688,POINT(-91.07490717210261 44.34182403225016)
WIMA140,POINT(-90.89199085100846 44.35191046353722)
WIMA109,POINT(-90.29078074779062 45.73371912482427)
WIMA094,POINT(-91.20555246344514 46.02342689551943)
WIMA167,POINT(-89.53722367731383 43.02653686847184)
WIMA366,POINT(-91.26123064237869 44.40492156817801)
WIMA223,POINT(-91.8166819593833 45.91161805193902)
WIMA184,POINT(-90.64531207508986 44.84383373069989)
WIMA138,POINT(-89.88216158226284 44.54685345269285)
WIMA566,POINT(-89.93749493951945 44.53602652536796)
WIMA024,POINT(-91.30944718790936 45.35585783530623)
WIMA609,POINT(-89.89972826292396 44.3615986320762)
WIMA379,POINT(-90.01970116548414 44.31833781934049)
WIMA156,POINT(-90.70839618853994 44.69576277600901)
WIMA686,POINT(-90.2458988357432 44.41690964324792)
WIMA578,POINT(-90.23666798846102 44.30980358920558)
WIMA409,POINT(-90.44995940698198 45.29789996168995)
WIMA515,POINT(-90.21445109510483 45.20349024097933)
DFWA306,POINT(-96.45878629536692 32.08622887708043)
DFWA314,POINT(-96.6204755410855 30.83918274599879)
DFWA362,POINT(-97.30712910116782 32.4283541002276)
DFWA404,POINT(-97.08441069147513 32.46007219926805)
DFWA417,POINT(-96.90296850522353 32.51732330177852)
DFWA181,POINT(-96.8400041584353 32.19577967870335)
DFWA849,POINT(-96.7202027693329 30.94857520570554)
DFWA906,POINT(-96.93152397110322 32.91249192470937)
DFWA435,POINT(-96.5833221770734 32.67175245077533)
DFWA774,POINT(-96.54650678304532 32.30374225722823)
DFWA446,POINT(-96.64420909200977 32.69760121685319)
DFWA450,POINT(-96.79456336319844 32.63402419015478)
DFWA463,POINT(-96.89872477128151 32.74154759023806)
DFWA230,POINT(-97.10568735371851 31.89166874302165)
DFWA473,POINT(-96.6855889122202 32.79980397227064)
DFWA498,POINT(-97.19530299104916 32.1325175482298)
DFWC034,POINT(-97.73055081215712 32.80693090669478)
DFWB918,POINT(-96.84869096312839 33.47290161268901)
ETXA220,POINT(-95.7037346921279 33.33328822672586)
ETXA024,POINT(-94.97858238679942 31.27316116745305)
ETXA271,POINT(-94.35575411870462 33.36633168702917)
ETXA034,POINT(-94.95415711517852 33.8170887703561)
ETXA322,POINT(-94.65946298865313 31.87079445350102)
ETXA129,POINT(-95.3610821883003 32.82065715033561)
ETXA311,POINT(-95.221009253315 33.89163465466643)
ETXA321,POINT(-95.46071969595113 32.86287358210244)
DFWB017,POINT(-97.3537429963932 33.7293417088384)
DFWC245,POINT(-98.86678981040448 33.01657232794535)
KSCA433,POINT(-95.40243408918477 39.93772372096138)
KSCA453,POINT(-96.15128693917406 38.21242972875631)
KSCA459,POINT(-95.38820370747251 39.36675993481055)
KSCA495,POINT(-95.49523253447327 37.43536623503194)
KSCA533,POINT(-95.49855868328106 39.2403709048754)
KSCA550,POINT(-96.25987830308466 38.48815522076508)
KSCA566,POINT(-95.04694803929429 39.39459657637379)
KSCA571,POINT(-96.8685995472627 38.94442918671934)
KSCA685,POINT(-94.9630495258069 39.06430307672283)
KSCA692,POINT(-94.97502506898265 39.31951503496121)
KSCA708,POINT(-94.95235636819048 38.97195075671058)
KSCA744,POINT(-95.32591357109986 39.18402784136637)
KSCA749,POINT(-94.97899337954142 39.34955394363965)
KSCA752,POINT(-95.7413609180678 39.28267816841377)
KSCA126,POINT(-94.96967893761811 38.05739426246475)
KSCA340,POINT(-94.96554822594365 37.21769693984626)
KSCA347,POINT(-95.26513455939104 39.0862050393462)
KSCA772,POINT(-95.64462872542575 38.91305497425225)
KSCA776,POINT(-95.04402686997989 39.23022867050708)
KSCA050,POINT(-95.85302324183444 38.13682231966171)
KSCA124,POINT(-95.04115986301437 39.18016442314878)
KSCA102,POINT(-94.97740772849367 39.31724886237968)
KSCA080,POINT(-94.72195131582373 39.00645705293514)
KSCA216,POINT(-95.73299971020498 39.25395586949095)
KSCA054,POINT(-96.60122935103053 38.59519050178535)
KSCA334,POINT(-95.55162701545126 39.87757321471697)
KSCA325,POINT(-96.23925647335454 39.80144386494565)
KSCA316,POINT(-95.41125522219329 39.79532125200853)
KSCA315,POINT(-95.35771653768423 39.88926573318593)
KSCA740,POINT(-94.94266198323706 38.55340934760173)
KSCA731,POINT(-96.32142426761874 38.66272466618408)
KSCA630,POINT(-96.86801440821525 39.41124410828928)
KSCA699,POINT(-96.16981123883917 38.46655467138059)
KSCA441,POINT(-96.55898843844616 37.62218740320444)
KSCA032,POINT(-96.66096606674536 38.32511735312866)
KSCA191,POINT(-96.89572300129886 38.16009755419709)
KSCA709,POINT(-95.35210989613869 39.42323959779252)
KSCA039,POINT(-96.26408288108591 38.55477997150636)
KSCA462,POINT(-96.14344487822729 38.73642603413171)
KSCA389,POINT(-96.16843818486613 38.52871231361959)
KSCA161,POINT(-97.32729261278337 39.07332605818095)
KSCA393,POINT(-96.12099265338897 38.6240878704692)
KSCA439,POINT(-95.76709332914638 39.33976951093349)
KSCA693,POINT(-96.53721273732214 39.34538508952441)
KSCA160,POINT(-95.08120101524548 38.80494627790195)
KSCA116,POINT(-96.63348040609468 38.49294372863078)
KSCA492,POINT(-96.12820954743322 38.4285193967005)
KSCA724,POINT(-94.78151255448108 39.09208706207095)
KSCA071,POINT(-96.40616827937977 37.55350616881307)
KSCA432,POINT(-97.31075323613031 38.50729733441521)
KSCA017,POINT(-95.69347892642416 38.18376109340569)
KSCA643,POINT(-96.00151920445244 38.9708764567718)
KSCA140,POINT(-96.96600456552378 38.7321584121342)
KSCA705,POINT(-95.01222269234427 39.66437926533315)
KSCA270,POINT(-96.1507928143558 37.52505487642676)
KSCA051,POINT(-95.66797465469654 37.81328925838225)
KSCA352,POINT(-95.77506984582509 38.60870959709295)
KSCA255,POINT(-95.06376072973909 37.91073018861783)
KSCA053,POINT(-96.48516339872735 38.92260206969596)
KSCA631,POINT(-95.39044997911975 38.37512754411812)
KSCA004,POINT(-94.81144763400981 38.61476387385959)
KSCA227,POINT(-94.80453931836011 38.50901692935308)
KSCA027,POINT(-94.79228168771878 38.0932299471823)
KSCA458,POINT(-96.36377523955396 39.99843461046585)
KSCA344,POINT(-96.73058756488882 37.00629317746608)
KSCA475,POINT(-97.05637222062663 38.15067226653929)
KSCA399,POINT(-94.83606919932046 38.55710792708966)
KSCA153,POINT(-95.10265133116837 39.90029325785559)
KSCA147,POINT(-94.89886857357689 38.61745371321778)
KSCA143,POINT(-95.95898678193451 39.34935994237648)
KSCA640,POINT(-95.5611538788423 39.29123443001252)
KSCA403,POINT(-95.63817004898317 38.68585145986591)
KSCA429,POINT(-95.48617570961147 39.47357478066543)
KSCA052,POINT(-96.14610887495137 37.60554530325195)
KSCA163,POINT(-95.65330130828953 38.32286972008227)
KSCA217,POINT(-96.34779505596966 38.27407572732228)
KSCA221,POINT(-95.96399915916383 37.95748117189299)
KSCA574,POINT(-96.92942340424504 38.88006693122927)
KSCA278,POINT(-96.60261213064742 37.37315408534206)
KSCA519,POINT(-95.64760885893155 37.46201838773334)
KSCA431,POINT(-95.66825261633508 38.3828818137797)
KSCA310,POINT(-95.74205341172903 37.1922343418977)
KSCA245,POINT(-95.57516020884779 37.44201028029399)
KSCA723,POINT(-96.28575495839354 37.3155483307083)
KSCA035,POINT(-95.59277513774141 37.27124316996129)
KSCA632,POINT(-96.6089069030315 37.71383288290817)
KSCA485,POINT(-96.60931521992416 39.19933311055127)
KSCA669,POINT(-96.04980355050643 39.94083046438158)
